timestamp,load,generated_power
2024-01-28 17:00:00,1.756,0.65
2024-01-28 18:00:00,1.815,0.0
2024-01-28 19:00:00,1.853,0.0
2024-01-28 20:00:00,2.033,0.0
2024-01-28 21:00:00,2.294,0.188
2024-01-28 22:00:00,2.426,0.068
2024-01-28 23:00:00,2.544,0.131
2024-01-29 00:00:00,2.372,0.0
2024-01-29 01:00:00,2.33,0.193
2024-01-29 02:00:00,2.393,0.064
2024-01-29 03:00:00,2.163,0.0
2024-01-29 04:00:00,2.036,0.0
2024-01-29 05:00:00,1.957,0.175
2024-01-29 06:00:00,1.976,0.04
2024-01-29 07:00:00,1.907,0.668
2024-01-29 08:00:00,2.051,1.291
2024-01-29 09:00:00,2.062,1.496
2024-01-29 10:00:00,2.078,2.113
2024-01-29 11:00:00,2.321,1.922
2024-01-29 12:00:00,2.248,3.039
2024-01-29 13:00:00,2.229,2.428
2024-01-29 14:00:00,2.0,1.542
2024-01-29 15:00:00,1.958,1.539
2024-01-29 16:00:00,1.894,1.601
2024-01-29 17:00:00,1.744,0.629
2024-01-29 18:00:00,1.86,0.0
2024-01-29 19:00:00,2.096,0.048
2024-01-29 20:00:00,2.035,0.074
2024-01-29 21:00:00,2.21,0.008
2024-01-29 22:00:00,2.279,0.097
2024-01-29 23:00:00,2.322,0.066
2024-01-30 00:00:00,2.322,0.152
2024-01-30 01:00:00,2.351,0.005
2024-01-30 02:00:00,2.33,0.222
2024-01-30 03:00:00,2.145,0.0
2024-01-30 04:00:00,2.105,0.04
2024-01-30 05:00:00,1.994,0.0
2024-01-30 06:00:00,2.01,0.163
2024-01-30 07:00:00,1.993,0.883
2024-01-30 08:00:00,2.091,1.309
2024-01-30 09:00:00,2.016,1.825
2024-01-30 10:00:00,2.033,2.113
2024-01-30 11:00:00,2.19,1.78
2024-01-30 12:00:00,2.121,1.706
2024-01-30 13:00:00,2.182,2.291
2024-01-30 14:00:00,1.989,1.53
2024-01-30 15:00:00,1.972,1.727
2024-01-30 16:00:00,1.774,1.469
2024-01-30 17:00:00,1.729,0.556
2024-01-30 18:00:00,1.894,0.0
2024-01-30 19:00:00,2.089,0.047
2024-01-30 20:00:00,2.009,0.0
2024-01-30 21:00:00,2.14,0.133
2024-01-30 22:00:00,2.268,0.233
2024-01-30 23:00:00,2.39,0.047
2024-01-31 00:00:00,2.484,0.358
2024-01-31 01:00:00,2.24,0.061
2024-01-31 02:00:00,2.246,0.081
2024-01-31 03:00:00,2.204,0.0
2024-01-31 04:00:00,2.189,0.0
2024-01-31 05:00:00,2.167,0.0
2024-01-31 06:00:00,1.964,0.055
2024-01-31 07:00:00,1.981,0.798
2024-01-31 08:00:00,2.146,1.216
2024-01-31 09:00:00,2.087,1.408
2024-01-31 10:00:00,2.118,2.188
2024-01-31 11:00:00,2.218,2.164
2024-01-31 12:00:00,2.186,2.374
2024-01-31 13:00:00,2.216,2.428
2024-01-31 14:00:00,2.069,1.756
2024-01-31 15:00:00,1.907,1.45
2024-01-31 16:00:00,2.035,1.425
2024-01-31 17:00:00,2.034,0.555
2024-01-31 18:00:00,1.752,0.0
2024-01-31 19:00:00,1.785,0.154
2024-01-31 20:00:00,2.016,0.008
2024-01-31 21:00:00,2.132,0.059
2024-01-31 22:00:00,2.385,0.017
2024-01-31 23:00:00,2.344,0.054
2024-02-01 00:00:00,2.434,0.019
2024-02-01 01:00:00,2.234,0.038
2024-02-01 02:00:00,2.237,0.0
2024-02-01 03:00:00,2.205,0.295
2024-02-01 04:00:00,2.014,0.0
2024-02-01 05:00:00,1.843,0.012
2024-02-01 06:00:00,2.13,0.0
2024-02-01 07:00:00,1.922,0.859
2024-02-01 08:00:00,2.112,1.266
2024-02-01 09:00:00,2.143,1.643
2024-02-01 10:00:00,2.007,2.116
2024-02-01 11:00:00,2.157,2.374
2024-02-01 12:00:00,2.24,2.912
2024-02-01 13:00:00,2.486,2.375
2024-02-01 14:00:00,1.978,2.181
2024-02-01 15:00:00,2.003,1.605
2024-02-01 16:00:00,2.031,1.092
2024-02-01 17:00:00,1.786,0.419
2024-02-01 18:00:00,1.706,0.096
2024-02-01 19:00:00,2.007,0.0
2024-02-01 20:00:00,1.97,0.143
2024-02-01 21:00:00,2.129,0.045
2024-02-01 22:00:00,2.302,0.249
2024-02-01 23:00:00,2.322,0.001
2024-02-02 00:00:00,2.317,0.0
2024-02-02 01:00:00,2.271,0.004
2024-02-02 02:00:00,2.291,0.225
2024-02-02 03:00:00,2.228,0.133
2024-02-02 04:00:00,1.956,0.0
2024-02-02 05:00:00,2.052,0.025
2024-02-02 06:00:00,1.926,0.0
2024-02-02 07:00:00,2.016,0.943
2024-02-02 08:00:00,2.128,1.416
2024-02-02 09:00:00,2.17,1.897
2024-02-02 10:00:00,2.053,2.134
2024-02-02 11:00:00,2.152,2.771
2024-02-02 12:00:00,2.251,2.377
2024-02-02 13:00:00,2.07,2.453
2024-02-02 14:00:00,1.98,2.331
2024-02-02 15:00:00,1.942,2.091
2024-02-02 16:00:00,1.935,1.351
2024-02-02 17:00:00,1.831,0.753
2024-02-02 18:00:00,1.724,0.001
2024-02-02 19:00:00,1.692,0.0
2024-02-02 20:00:00,1.985,0.026
2024-02-02 21:00:00,2.203,0.025
2024-02-02 22:00:00,2.252,0.041
2024-02-02 23:00:00,2.297,0.011
2024-02-03 00:00:00,2.249,0.055
2024-02-03 01:00:00,2.336,0.0
2024-02-03 02:00:00,2.254,0.03
2024-02-03 03:00:00,2.183,0.0
2024-02-03 04:00:00,1.964,0.016
2024-02-03 05:00:00,1.9,0.16
2024-02-03 06:00:00,2.107,0.102
2024-02-03 07:00:00,1.819,0.642
2024-02-03 08:00:00,2.209,1.297
2024-02-03 09:00:00,1.816,1.649
2024-02-03 10:00:00,2.047,2.512
2024-02-03 11:00:00,2.153,2.35
2024-02-03 12:00:00,2.235,2.279
2024-02-03 13:00:00,2.157,2.439
2024-02-03 14:00:00,2.233,1.746
2024-02-03 15:00:00,1.855,1.753
2024-02-03 16:00:00,1.913,1.26
2024-02-03 17:00:00,1.963,0.666
2024-02-03 18:00:00,1.819,0.147
2024-02-03 19:00:00,2.161,0.0
2024-02-03 20:00:00,2.119,0.0
2024-02-03 21:00:00,1.988,0.0
2024-02-03 22:00:00,2.313,0.136
2024-02-03 23:00:00,2.427,0.009
2024-02-04 00:00:00,2.302,0.147
2024-02-04 01:00:00,2.427,0.0
2024-02-04 02:00:00,2.485,0.0
2024-02-04 03:00:00,2.213,0.0
2024-02-04 04:00:00,2.047,0.135
2024-02-04 05:00:00,2.168,0.0
2024-02-04 06:00:00,2.023,0.0
2024-02-04 07:00:00,1.995,0.746
2024-02-04 08:00:00,2.105,1.574
2024-02-04 09:00:00,1.971,1.815
2024-02-04 10:00:00,2.052,1.888
2024-02-04 11:00:00,2.345,2.19
2024-02-04 12:00:00,2.068,2.806
2024-02-04 13:00:00,2.137,2.545
2024-02-04 14:00:00,2.131,1.991
2024-02-04 15:00:00,1.958,1.595
2024-02-04 16:00:00,1.969,1.346
2024-02-04 17:00:00,1.862,0.427
2024-02-04 18:00:00,1.877,0.0
2024-02-04 19:00:00,1.853,0.056
2024-02-04 20:00:00,2.122,0.0
2024-02-04 21:00:00,2.236,0.075
2024-02-04 22:00:00,2.23,0.028
2024-02-04 23:00:00,2.456,0.0
2024-02-05 00:00:00,2.304,0.0
2024-02-05 01:00:00,2.356,0.116
2024-02-05 02:00:00,2.317,0.0
2024-02-05 03:00:00,2.094,0.098
2024-02-05 04:00:00,2.158,0.0
2024-02-05 05:00:00,2.036,0.057
2024-02-05 06:00:00,2.063,0.055
2024-02-05 07:00:00,1.959,0.573
2024-02-05 08:00:00,2.226,1.155
2024-02-05 09:00:00,1.981,1.958
2024-02-05 10:00:00,2.2,2.4
2024-02-05 11:00:00,2.327,2.426
2024-02-05 12:00:00,2.282,2.968
2024-02-05 13:00:00,2.342,2.555
2024-02-05 14:00:00,2.137,1.798
2024-02-05 15:00:00,1.995,1.884
2024-02-05 16:00:00,1.885,1.359
2024-02-05 17:00:00,1.724,0.793
2024-02-05 18:00:00,1.796,0.075
2024-02-05 19:00:00,1.806,0.261
2024-02-05 20:00:00,2.013,0.0
2024-02-05 21:00:00,2.049,0.04
2024-02-05 22:00:00,2.292,0.128
2024-02-05 23:00:00,2.276,0.022
2024-02-06 00:00:00,2.505,0.0
2024-02-06 01:00:00,2.394,0.0
2024-02-06 02:00:00,2.295,0.261
2024-02-06 03:00:00,2.25,0.029
2024-02-06 04:00:00,2.102,0.0
2024-02-06 05:00:00,2.032,0.049
2024-02-06 06:00:00,2.029,0.026
2024-02-06 07:00:00,1.994,0.967
2024-02-06 08:00:00,2.116,1.474
2024-02-06 09:00:00,1.942,1.807
2024-02-06 10:00:00,2.196,2.551
2024-02-06 11:00:00,2.237,2.734
2024-02-06 12:00:00,2.124,2.663
2024-02-06 13:00:00,2.109,2.484
2024-02-06 14:00:00,2.087,1.937
2024-02-06 15:00:00,2.073,1.822
2024-02-06 16:00:00,2.041,1.079
2024-02-06 17:00:00,1.81,0.538
2024-02-06 18:00:00,1.725,0.0
2024-02-06 19:00:00,1.943,0.0
2024-02-06 20:00:00,2.021,0.0
2024-02-06 21:00:00,2.169,0.085
2024-02-06 22:00:00,2.252,0.046
2024-02-06 23:00:00,2.363,0.049
2024-02-07 00:00:00,2.4,0.091
2024-02-07 01:00:00,2.241,0.0
2024-02-07 02:00:00,2.352,0.028
2024-02-07 03:00:00,2.037,0.024
2024-02-07 04:00:00,2.201,0.0
2024-02-07 05:00:00,2.078,0.187
2024-02-07 06:00:00,2.048,0.001
2024-02-07 07:00:00,1.983,0.681
2024-02-07 08:00:00,2.075,1.364
2024-02-07 09:00:00,1.909,2.039
2024-02-07 10:00:00,2.079,2.399
2024-02-07 11:00:00,2.158,2.198
2024-02-07 12:00:00,2.205,2.214
2024-02-07 13:00:00,2.271,2.436
2024-02-07 14:00:00,1.965,2.186
2024-02-07 15:00:00,1.977,1.863
2024-02-07 16:00:00,1.986,1.332
2024-02-07 17:00:00,1.78,0.77
2024-02-07 18:00:00,1.878,0.117
2024-02-07 19:00:00,1.996,0.111
2024-02-07 20:00:00,2.162,0.145
2024-02-07 21:00:00,2.201,0.113
2024-02-07 22:00:00,2.247,0.19
2024-02-07 23:00:00,2.281,0.0
2024-02-08 00:00:00,2.386,0.0
2024-02-08 01:00:00,2.415,0.102
2024-02-08 02:00:00,2.477,0.0
2024-02-08 03:00:00,2.239,0.0
2024-02-08 04:00:00,2.282,0.101
2024-02-08 05:00:00,2.062,0.007
2024-02-08 06:00:00,2.048,0.0
2024-02-08 07:00:00,1.93,0.696
2024-02-08 08:00:00,2.252,0.859
2024-02-08 09:00:00,1.902,1.971
2024-02-08 10:00:00,2.032,2.202
2024-02-08 11:00:00,2.211,2.201
2024-02-08 12:00:00,2.082,3.077
2024-02-08 13:00:00,2.409,2.566
2024-02-08 14:00:00,2.177,2.217
2024-02-08 15:00:00,1.987,1.762
2024-02-08 16:00:00,1.934,1.202
2024-02-08 17:00:00,1.729,0.865
2024-02-08 18:00:00,1.681,0.0
2024-02-08 19:00:00,2.027,0.0
2024-02-08 20:00:00,2.08,0.0
2024-02-08 21:00:00,2.229,0.0
2024-02-08 22:00:00,2.276,0.027
2024-02-08 23:00:00,2.476,0.0
2024-02-09 00:00:00,2.354,0.083
2024-02-09 01:00:00,2.484,0.109
2024-02-09 02:00:00,2.309,0.0
2024-02-09 03:00:00,2.14,0.0
2024-02-09 04:00:00,1.965,0.0
2024-02-09 05:00:00,2.111,0.113
2024-02-09 06:00:00,2.053,0.152
2024-02-09 07:00:00,2.065,0.536
2024-02-09 08:00:00,2.132,1.269
2024-02-09 09:00:00,1.988,1.952
2024-02-09 10:00:00,2.202,1.783
2024-02-09 11:00:00,2.085,2.824
2024-02-09 12:00:00,2.188,2.929
2024-02-09 13:00:00,2.223,2.543
2024-02-09 14:00:00,2.096,2.098
2024-02-09 15:00:00,1.928,2.042
2024-02-09 16:00:00,1.949,1.139
2024-02-09 17:00:00,1.776,0.773
2024-02-09 18:00:00,1.803,0.102
2024-02-09 19:00:00,2.17,0.211
2024-02-09 20:00:00,1.882,0.072
2024-02-09 21:00:00,2.115,0.06
2024-02-09 22:00:00,2.48,0.0
2024-02-09 23:00:00,2.402,0.0
2024-02-10 00:00:00,2.363,0.099
2024-02-10 01:00:00,2.311,0.123
2024-02-10 02:00:00,2.065,0.098
2024-02-10 03:00:00,2.258,0.034
2024-02-10 04:00:00,2.086,0.059
2024-02-10 05:00:00,1.978,0.007
2024-02-10 06:00:00,2.119,0.0
2024-02-10 07:00:00,2.02,0.581
2024-02-10 08:00:00,2.077,1.187
2024-02-10 09:00:00,2.054,1.937
2024-02-10 10:00:00,2.059,2.215
2024-02-10 11:00:00,2.177,2.679
2024-02-10 12:00:00,2.216,2.371
2024-02-10 13:00:00,2.222,2.734
2024-02-10 14:00:00,2.102,2.527
2024-02-10 15:00:00,2.053,1.966
2024-02-10 16:00:00,1.866,1.046
2024-02-10 17:00:00,1.77,0.487
2024-02-10 18:00:00,1.714,0.0
2024-02-10 19:00:00,1.65,0.051
2024-02-10 20:00:00,2.186,0.0
2024-02-10 21:00:00,2.318,0.033
2024-02-10 22:00:00,2.313,0.0
2024-02-10 23:00:00,2.442,0.0
2024-02-11 00:00:00,2.499,0.128
2024-02-11 01:00:00,2.556,0.055
2024-02-11 02:00:00,2.255,0.06
2024-02-11 03:00:00,2.27,0.046
2024-02-11 04:00:00,2.186,0.0
2024-02-11 05:00:00,2.115,0.056
2024-02-11 06:00:00,1.85,0.232
2024-02-11 07:00:00,1.954,0.487
2024-02-11 08:00:00,2.021,1.241
2024-02-11 09:00:00,1.969,2.08
2024-02-11 10:00:00,2.222,2.207
2024-02-11 11:00:00,2.192,2.467
2024-02-11 12:00:00,2.218,2.604
2024-02-11 13:00:00,2.132,1.982
2024-02-11 14:00:00,2.011,2.378
2024-02-11 15:00:00,1.95,1.664
2024-02-11 16:00:00,1.929,1.284
2024-02-11 17:00:00,1.868,0.477
2024-02-11 18:00:00,1.713,0.149
2024-02-11 19:00:00,2.173,0.0
2024-02-11 20:00:00,1.992,0.179
2024-02-11 21:00:00,2.087,0.0
2024-02-11 22:00:00,2.264,0.021
2024-02-11 23:00:00,2.255,0.037
2024-02-12 00:00:00,2.266,0.086
2024-02-12 01:00:00,2.292,0.088
2024-02-12 02:00:00,2.277,0.115
2024-02-12 03:00:00,2.309,0.0
2024-02-12 04:00:00,2.144,0.0
2024-02-12 05:00:00,2.082,0.078
2024-02-12 06:00:00,1.97,0.061
2024-02-12 07:00:00,2.098,0.694
2024-02-12 08:00:00,2.173,1.498
2024-02-12 09:00:00,2.06,1.904
2024-02-12 10:00:00,2.183,2.508
2024-02-12 11:00:00,2.14,2.647
2024-02-12 12:00:00,2.095,2.655
2024-02-12 13:00:00,2.154,3.245
2024-02-12 14:00:00,2.024,2.182
2024-02-12 15:00:00,2.007,1.832
2024-02-12 16:00:00,1.804,1.516
2024-02-12 17:00:00,1.787,0.878
2024-02-12 18:00:00,1.747,0.143
2024-02-12 19:00:00,2.028,0.124
2024-02-12 20:00:00,1.924,0.091
2024-02-12 21:00:00,2.308,0.024
2024-02-12 22:00:00,2.243,0.041
2024-02-12 23:00:00,2.405,0.0
2024-02-13 00:00:00,2.414,0.052
2024-02-13 01:00:00,2.301,0.0
2024-02-13 02:00:00,2.199,0.0
2024-02-13 03:00:00,2.211,0.064
2024-02-13 04:00:00,2.142,0.093
2024-02-13 05:00:00,1.992,0.172
2024-02-13 06:00:00,2.043,0.166
2024-02-13 07:00:00,1.968,0.54
2024-02-13 08:00:00,1.913,1.028
2024-02-13 09:00:00,2.059,1.703
2024-02-13 10:00:00,2.097,2.56
2024-02-13 11:00:00,2.101,2.393
2024-02-13 12:00:00,2.188,2.836
2024-02-13 13:00:00,2.131,2.469
2024-02-13 14:00:00,2.199,2.399
2024-02-13 15:00:00,1.971,1.755
2024-02-13 16:00:00,1.874,1.46
2024-02-13 17:00:00,1.863,0.3
2024-02-13 18:00:00,1.844,0.157
2024-02-13 19:00:00,1.819,0.018
2024-02-13 20:00:00,2.136,0.0
2024-02-13 21:00:00,2.281,0.0
2024-02-13 22:00:00,2.298,0.171
2024-02-13 23:00:00,2.457,0.09
2024-02-14 00:00:00,2.302,0.13
2024-02-14 01:00:00,2.393,0.155
2024-02-14 02:00:00,2.247,0.0
2024-02-14 03:00:00,2.216,0.029
2024-02-14 04:00:00,2.133,0.034
2024-02-14 05:00:00,1.993,0.0
2024-02-14 06:00:00,1.864,0.222
2024-02-14 07:00:00,2.127,0.865
2024-02-14 08:00:00,1.995,1.265
2024-02-14 09:00:00,1.877,1.932
2024-02-14 10:00:00,2.155,2.607
2024-02-14 11:00:00,1.98,2.611
2024-02-14 12:00:00,2.103,2.723
2024-02-14 13:00:00,2.17,2.869
2024-02-14 14:00:00,2.18,2.057
2024-02-14 15:00:00,2.09,2.038
2024-02-14 16:00:00,1.978,1.431
2024-02-14 17:00:00,1.752,0.546
2024-02-14 18:00:00,1.799,0.0
2024-02-14 19:00:00,1.725,0.0
2024-02-14 20:00:00,2.022,0.068
2024-02-14 21:00:00,2.123,0.027
2024-02-14 22:00:00,2.217,0.066
2024-02-14 23:00:00,2.324,0.0
2024-02-15 00:00:00,2.361,0.01
2024-02-15 01:00:00,2.31,0.0
2024-02-15 02:00:00,2.242,0.062
2024-02-15 03:00:00,2.191,0.0
2024-02-15 04:00:00,2.094,0.0
2024-02-15 05:00:00,2.088,0.0
2024-02-15 06:00:00,1.971,0.06
2024-02-15 07:00:00,1.89,0.755
2024-02-15 08:00:00,1.943,1.381
2024-02-15 09:00:00,1.996,1.632
2024-02-15 10:00:00,2.046,2.85
2024-02-15 11:00:00,2.175,2.85
2024-02-15 12:00:00,2.105,2.768
2024-02-15 13:00:00,2.227,2.821
2024-02-15 14:00:00,2.154,1.87
2024-02-15 15:00:00,2.066,2.025
2024-02-15 16:00:00,1.87,1.249
2024-02-15 17:00:00,1.844,0.264
2024-02-15 18:00:00,1.744,0.0
2024-02-15 19:00:00,1.836,0.0
2024-02-15 20:00:00,2.147,0.042
2024-02-15 21:00:00,2.156,0.145
2024-02-15 22:00:00,2.345,0.078
2024-02-15 23:00:00,2.346,0.157
2024-02-16 00:00:00,2.441,0.0
2024-02-16 01:00:00,2.278,0.071
2024-02-16 02:00:00,2.207,0.029
2024-02-16 03:00:00,2.03,0.106
2024-02-16 04:00:00,2.153,0.0
2024-02-16 05:00:00,2.014,0.017
2024-02-16 06:00:00,2.112,0.031
2024-02-16 07:00:00,2.15,0.791
2024-02-16 08:00:00,1.744,1.475
2024-02-16 09:00:00,2.033,1.935
2024-02-16 10:00:00,2.159,2.707
2024-02-16 11:00:00,2.056,2.533
2024-02-16 12:00:00,2.182,3.148
2024-02-16 13:00:00,2.012,2.437
2024-02-16 14:00:00,2.202,2.004
2024-02-16 15:00:00,2.094,2.257
2024-02-16 16:00:00,1.879,1.408
2024-02-16 17:00:00,1.753,0.727
2024-02-16 18:00:00,1.824,0.0
2024-02-16 19:00:00,2.041,0.0
2024-02-16 20:00:00,1.918,0.0
2024-02-16 21:00:00,2.22,0.089
2024-02-16 22:00:00,2.236,0.101
2024-02-16 23:00:00,2.456,0.142
2024-02-17 00:00:00,2.358,0.137
2024-02-17 01:00:00,2.385,0.0
2024-02-17 02:00:00,2.334,0.109
2024-02-17 03:00:00,2.324,0.143
2024-02-17 04:00:00,2.111,0.143
2024-02-17 05:00:00,2.063,0.0
2024-02-17 06:00:00,1.974,0.019
2024-02-17 07:00:00,2.143,0.833
2024-02-17 08:00:00,1.935,1.594
2024-02-17 09:00:00,2.002,2.182
2024-02-17 10:00:00,1.941,2.284
2024-02-17 11:00:00,2.215,2.406
2024-02-17 12:00:00,2.3,2.463
2024-02-17 13:00:00,2.264,2.864
2024-02-17 14:00:00,2.007,2.884
2024-02-17 15:00:00,2.005,2.05
2024-02-17 16:00:00,2.019,1.319
2024-02-17 17:00:00,1.807,0.519
2024-02-17 18:00:00,1.831,0.101
2024-02-17 19:00:00,1.871,0.051
2024-02-17 20:00:00,1.805,0.1
2024-02-17 21:00:00,2.277,0.0
2024-02-17 22:00:00,2.37,0.0
2024-02-17 23:00:00,2.464,0.095
2024-02-18 00:00:00,2.56,0.141
2024-02-18 01:00:00,2.334,0.159
2024-02-18 02:00:00,2.44,0.08
2024-02-18 03:00:00,2.126,0.159
2024-02-18 04:00:00,2.065,0.0
2024-02-18 05:00:00,2.113,0.033
2024-02-18 06:00:00,2.114,0.0
2024-02-18 07:00:00,2.106,0.71
2024-02-18 08:00:00,1.958,1.532
2024-02-18 09:00:00,1.955,1.946
2024-02-18 10:00:00,2.119,2.464
2024-02-18 11:00:00,2.353,3.038
2024-02-18 12:00:00,2.121,2.358
2024-02-18 13:00:00,2.132,2.967
2024-02-18 14:00:00,2.218,1.971
2024-02-18 15:00:00,1.936,1.983
2024-02-18 16:00:00,1.818,1.61
2024-02-18 17:00:00,1.965,0.85
2024-02-18 18:00:00,1.804,0.182
2024-02-18 19:00:00,1.815,0.051
2024-02-18 20:00:00,2.165,0.0
2024-02-18 21:00:00,2.198,0.029
2024-02-18 22:00:00,2.315,0.053
2024-02-18 23:00:00,2.254,0.0
2024-02-19 00:00:00,2.429,0.103
2024-02-19 01:00:00,2.367,0.0
2024-02-19 02:00:00,2.458,0.017
2024-02-19 03:00:00,2.3,0.23
2024-02-19 04:00:00,2.194,0.0
2024-02-19 05:00:00,2.047,0.026
2024-02-19 06:00:00,1.83,0.07
2024-02-19 07:00:00,1.895,0.76
2024-02-19 08:00:00,2.069,1.186
2024-02-19 09:00:00,1.955,1.715
2024-02-19 10:00:00,2.276,2.875
2024-02-19 11:00:00,2.173,2.802
2024-02-19 12:00:00,2.273,3.226
2024-02-19 13:00:00,2.184,2.694
2024-02-19 14:00:00,2.081,2.313
2024-02-19 15:00:00,2.026,1.677
2024-02-19 16:00:00,1.964,1.186
2024-02-19 17:00:00,1.991,0.653
2024-02-19 18:00:00,1.767,0.199
2024-02-19 19:00:00,1.918,0.055
2024-02-19 20:00:00,1.969,0.013
2024-02-19 21:00:00,1.954,0.0
2024-02-19 22:00:00,2.29,0.209
2024-02-19 23:00:00,2.355,0.12
2024-02-20 00:00:00,2.459,0.0
2024-02-20 01:00:00,2.268,0.0
2024-02-20 02:00:00,2.179,0.114
2024-02-20 03:00:00,2.154,0.146
2024-02-20 04:00:00,2.055,0.0
2024-02-20 05:00:00,2.097,0.0
2024-02-20 06:00:00,2.055,0.0
2024-02-20 07:00:00,2.038,0.83
2024-02-20 08:00:00,2.069,1.374
2024-02-20 09:00:00,2.042,2.032
2024-02-20 10:00:00,2.093,2.329
2024-02-20 11:00:00,2.056,3.021
2024-02-20 12:00:00,2.066,2.757
2024-02-20 13:00:00,2.146,2.575
2024-02-20 14:00:00,2.056,2.386
2024-02-20 15:00:00,2.04,2.151
2024-02-20 16:00:00,1.87,1.124
2024-02-20 17:00:00,1.822,0.666
2024-02-20 18:00:00,1.894,0.03
2024-02-20 19:00:00,2.062,0.09
2024-02-20 20:00:00,2.038,0.109
2024-02-20 21:00:00,2.372,0.0
2024-02-20 22:00:00,2.294,0.033
2024-02-20 23:00:00,2.441,0.052
2024-02-21 00:00:00,2.442,0.075
2024-02-21 01:00:00,2.452,0.0
2024-02-21 02:00:00,2.291,0.014
2024-02-21 03:00:00,2.242,0.0
2024-02-21 04:00:00,2.085,0.141
2024-02-21 05:00:00,2.082,0.0
2024-02-21 06:00:00,1.903,0.0
2024-02-21 07:00:00,2.019,0.878
2024-02-21 08:00:00,2.096,1.563
2024-02-21 09:00:00,1.898,2.259
2024-02-21 10:00:00,2.108,2.519
2024-02-21 11:00:00,2.247,3.162
2024-02-21 12:00:00,2.018,2.843
2024-02-21 13:00:00,2.148,2.954
2024-02-21 14:00:00,2.139,1.769
2024-02-21 15:00:00,2.087,1.917
2024-02-21 16:00:00,1.86,1.444
2024-02-21 17:00:00,1.761,0.763
2024-02-21 18:00:00,1.846,0.0
2024-02-21 19:00:00,1.766,0.038
2024-02-21 20:00:00,1.962,0.17
2024-02-21 21:00:00,2.213,0.09
2024-02-21 22:00:00,2.321,0.0
2024-02-21 23:00:00,2.326,0.0
2024-02-22 00:00:00,2.341,0.031
2024-02-22 01:00:00,2.199,0.034
2024-02-22 02:00:00,2.286,0.101
2024-02-22 03:00:00,2.326,0.0
2024-02-22 04:00:00,1.968,0.061
2024-02-22 05:00:00,2.013,0.199
2024-02-22 06:00:00,1.971,0.108
2024-02-22 07:00:00,2.061,0.589
2024-02-22 08:00:00,2.315,1.306
2024-02-22 09:00:00,1.944,1.993
2024-02-22 10:00:00,2.044,2.327
2024-02-22 11:00:00,2.157,2.403
2024-02-22 12:00:00,2.112,2.593
2024-02-22 13:00:00,2.059,2.798
2024-02-22 14:00:00,2.106,2.696
2024-02-22 15:00:00,2.085,1.953
2024-02-22 16:00:00,1.878,1.234
2024-02-22 17:00:00,1.884,0.993
2024-02-22 18:00:00,1.763,0.0
2024-02-22 19:00:00,1.751,0.039
2024-02-22 20:00:00,1.833,0.067
2024-02-22 21:00:00,2.268,0.055
2024-02-22 22:00:00,2.279,0.089
2024-02-22 23:00:00,2.162,0.169
2024-02-23 00:00:00,2.416,0.225
2024-02-23 01:00:00,2.365,0.129
2024-02-23 02:00:00,2.244,0.084
2024-02-23 03:00:00,2.198,0.092
2024-02-23 04:00:00,2.125,0.095
2024-02-23 05:00:00,1.926,0.074
2024-02-23 06:00:00,1.901,0.054
2024-02-23 07:00:00,2.064,0.654
2024-02-23 08:00:00,1.928,1.883
2024-02-23 09:00:00,1.975,2.172
2024-02-23 10:00:00,2.186,2.86
2024-02-23 11:00:00,2.103,2.667
2024-02-23 12:00:00,2.183,3.399
2024-02-23 13:00:00,2.109,3.175
2024-02-23 14:00:00,2.191,2.494
2024-02-23 15:00:00,2.013,2.283
2024-02-23 16:00:00,2.035,1.563
2024-02-23 17:00:00,1.928,0.975
2024-02-23 18:00:00,1.681,0.0
2024-02-23 19:00:00,1.801,0.111
2024-02-23 20:00:00,1.866,0.117
2024-02-23 21:00:00,2.197,0.026
2024-02-23 22:00:00,2.311,0.075
2024-02-23 23:00:00,2.342,0.202
2024-02-24 00:00:00,2.383,0.0
2024-02-24 01:00:00,2.416,0.127
2024-02-24 02:00:00,2.471,0.0
2024-02-24 03:00:00,2.194,0.0
2024-02-24 04:00:00,2.163,0.0
2024-02-24 05:00:00,2.069,0.123
2024-02-24 06:00:00,1.974,0.234
2024-02-24 07:00:00,1.891,0.725
2024-02-24 08:00:00,2.283,0.96
2024-02-24 09:00:00,1.985,2.186
2024-02-24 10:00:00,1.978,2.084
2024-02-24 11:00:00,2.052,3.264
2024-02-24 12:00:00,2.281,2.582
2024-02-24 13:00:00,2.283,2.37
2024-02-24 14:00:00,2.058,1.755
2024-02-24 15:00:00,2.034,2.084
2024-02-24 16:00:00,1.914,1.738
2024-02-24 17:00:00,1.769,0.676
2024-02-24 18:00:00,1.743,0.056
2024-02-24 19:00:00,1.86,0.024
2024-02-24 20:00:00,1.985,0.089
2024-02-24 21:00:00,2.017,0.1
2024-02-24 22:00:00,2.322,0.022
2024-02-24 23:00:00,2.482,0.179
2024-02-25 00:00:00,2.317,0.0
2024-02-25 01:00:00,2.454,0.0
2024-02-25 02:00:00,2.401,0.0
2024-02-25 03:00:00,2.141,0.041
2024-02-25 04:00:00,2.276,0.099
2024-02-25 05:00:00,2.115,0.06
2024-02-25 06:00:00,1.928,0.0
2024-02-25 07:00:00,2.07,0.907
2024-02-25 08:00:00,1.986,1.681
2024-02-25 09:00:00,2.039,2.132
2024-02-25 10:00:00,2.149,2.953
